@relation ASS2009
@attribute skill_ID numeric
@attribute skill_mastery numeric
@attribute ability_profile numeric
@attribute problem_difficulty numeric
@attribute correctness {1,0}
@data
30,0.362764,4,2,1
30,0.394128,4,3,1
30,0.426342,4,3,1
24,0.138554,4,6,0
24,0.109097,4,5,0
24,0.085483,4,4,1
24,0.098957,4,5,1
24,0.114152,4,5,1
93,0.328947,4,6,0
93,0.270695,4,5,1
93,0.302224,4,5,1
93,0.335661,4,4,1
93,0.370766,4,0,1
95,0.830435,4,2,1
94,0.424528,4,5,0
94,0.42608,4,4,1
94,0.425677,4,6,1
94,0.425275,4,4,1
95,0.830252,4,0,1
96,0.489655,4,6,0
96,0.491414,4,0,1
96,0.49109,4,2,1
96,0.490767,4,3,0
96,0.492524,4,6,0
96,0.49428,4,1,1
96,0.493954,4,0,1
96,0.493627,4,7,0
96,0.495382,4,5,0
96,0.497136,4,4,1
96,0.496806,4,4,1
96,0.496477,4,8,0
96,0.498229,4,5,1
96,0.497898,4,2,1
96,0.497568,4,5,0
96,0.499319,4,0,1
96,0.498987,4,1,1
96,0.498656,4,8,0
96,0.500406,4,2,1
96,0.500073,4,2,1
96,0.499741,4,2,1
8,0.506631,4,5,1
8,0.539725,4,1,1
8,0.572446,4,1,1
8,0.604522,4,2,1
8,0.635705,4,2,1
8,0.665773,4,4,0
8,0.572911,4,5,1
8,0.604976,4,1,1
8,0.636145,4,3,1
8,0.666195,4,3,1
8,0.69494,4,4,1
6,0.584071,4,4,0
6,0.361923,4,6,1
6,0.475478,4,3,1
6,0.591527,4,1,1
6,0.698142,4,0,1
6,0.786926,4,6,0
6,0.598415,4,2,0
6,0.375716,4,4,1
6,0.490258,4,0,1
5,0.755187,4,1,1
5,0.814535,4,1,1
6,0.605738,4,1,1
67,0.708333,4,5,1
3,0.686047,4,5,0
3,0.687793,4,0,1
3,0.687492,4,0,1
7,0.671739,4,1,1
7,0.765688,4,0,1
7,0.839171,4,4,1
7,0.892827,4,5,1
7,0.930071,4,0,1
7,0.955023,4,1,1
21,0.655172,4,2,1
21,0.654765,4,3,1
10,0.621993,4,7,1
12,0.673729,4,3,0
12,0.675517,4,0,1
10,0.621431,4,5,1
10,0.620869,4,2,1
46,0.990407,4,3,0
46,0.255112,4,4,1
46,0.465808,4,7,0
46,0.102568,4,3,0
46,0.101206,4,4,1
46,0.26584,4,6,0
46,0.101652,4,3,1
46,0.2665,4,3,1
46,0.478683,4,3,1
46,0.682437,4,2,1
14,0.582192,4,2,1
14,0.762077,4,2,1
13,0.543478,4,0,1
7,0.971345,4,2,1
46,0.829899,4,2,1
46,0.916205,4,1,1
46,0.960574,4,2,1
46,0.981868,4,4,1
46,0.991751,4,6,1
46,0.996266,4,3,1
46,0.998313,4,3,1
46,0.999239,4,2,1
46,0.999657,4,3,1
46,0.999845,4,3,1
1,0.634752,4,2,0
1,0.104899,4,4,0
1,0.101264,4,3,1
1,0.242813,4,2,1
1,0.413584,4,4,1
81,0.740051,4,2,1
81,0.865354,4,1,1
81,0.934927,4,0,0
81,0.12616,4,1,1
81,0.301956,4,1,1
81,0.51733,4,2,1
81,0.713439,4,1,1
81,0.849273,4,1,1
83,0.93759,4,0,1
83,0.970959,4,0,1
83,0.986714,4,2,1
83,0.99397,4,2,0
83,0.324238,4,2,1
83,0.540565,4,0,1
83,0.731331,4,0,1
83,0.860139,4,0,1
79,0.778571,4,0,1
79,0.887782,4,1,1
79,0.946409,4,0,1
79,0.975175,4,2,1
39,0.705764,4,0,1
39,0.819734,4,4,1
39,0.894961,4,2,0
39,0.119796,4,0,1
2,0.417943,4,5,1
2,0.563463,4,3,1
2,0.698747,4,5,1
2,0.806474,4,2,1
2,0.882162,4,1,1
39,0.266859,4,0,1
39,0.439889,4,1,1
39,0.610055,4,0,1
39,0.750312,4,1,1
43,0.802093,4,3,1
43,0.883802,4,1,1
43,0.934105,4,5,0
43,0.131844,4,2,1
43,0.282199,4,6,0
43,0.101885,4,0,1
43,0.243628,4,4,1
43,0.414487,4,2,1
43,0.586989,4,1,1
43,0.732634,4,4,1
3,0.687191,4,3,0
3,0.688934,4,3,1
3,0.688633,4,4,0
3,0.69037,4,5,0
3,0.692102,4,3,1
3,0.691801,4,1,1
3,0.6915,4,3,1
3,0.6912,4,3,1
50,0.893953,4,4,1
2,0.930786,4,4,0
49,0.885922,4,2,1
45,0.745605,4,2,1
49,0.945467,4,2,1
49,0.974727,4,3,1
2,0.73159,4,4,0
49,0.98846,4,4,1
2,0.356183,4,5,1
49,0.994767,4,4,1
45,0.868649,4,4,1
49,0.997635,4,4,1
31,0.864133,4,1,1
31,0.910349,4,2,1
31,0.941899,4,1,1
31,0.962799,4,1,1
31,0.976369,4,2,1
49,0.998932,4,3,1
49,0.999518,4,5,0
49,0.825738,4,5,1
49,0.91396,4,5,1
49,0.959471,4,4,1
49,0.981351,4,5,1
49,0.991513,4,5,1
50,0.94952,4,3,1
50,0.976654,4,3,1
50,0.98935,4,4,1
50,0.995173,4,3,1
2,0.498678,4,2,1
56,0.833747,4,1,1
15,0.656566,4,1,1
15,0.813179,4,3,1
56,0.833605,4,2,1
56,0.833463,4,1,1
56,0.833322,4,1,1
56,0.83318,4,2,1
56,0.833038,4,2,1
56,0.832896,4,1,1
56,0.832754,4,2,1
15,0.907122,4,2,0
15,0.118258,4,0,1
15,0.290693,4,1,1
15,0.505283,4,1,1
7,0.981857,4,1,1
7,0.988557,4,2,1
14,0.878298,4,3,1
13,0.487194,4,5,0
13,0.534104,4,3,1
13,0.477784,4,7,1
13,0.422091,4,5,1
13,0.368392,4,6,0
13,0.41321,4,5,1
13,0.359952,4,5,0
13,0.404414,4,2,0
13,0.450439,4,2,1
13,0.395557,4,7,0
13,0.441333,4,5,0
13,0.488074,4,6,1
13,0.432161,4,5,0
13,0.478772,4,3,1
13,0.423056,4,2,1
13,0.369311,4,5,0
13,0.414167,4,6,0
1,0.586158,4,2,1
1,0.73199,4,0,1
1,0.837722,4,1,1
1,0.906167,4,2,1
1,0.947281,4,2,1
5,0.861211,4,1,1
5,0.897129,4,0,1
5,0.924305,4,0,1
5,0.944606,4,0,1
5,0.959628,4,1,1
6,0.710455,4,4,1
6,0.79667,4,1,1
6,0.862181,4,5,0
6,0.716186,4,2,1
6,0.80117,4,1,1
6,0.865476,4,2,1
6,0.911282,4,1,0
6,0.805546,4,4,1
6,0.868668,4,8,0
6,0.727368,4,2,1
6,0.809891,4,8,0
6,0.63218,4,1,1
6,0.732962,4,3,1
6,0.814223,4,6,1
6,0.874964,4,2,1
6,0.917846,4,6,1
13,0.460432,4,5,0
13,0.507339,4,7,0
13,0.554076,4,6,0
13,0.599843,4,7,0
13,0.643905,4,6,0
13,0.685637,4,7,0
18,0.86166,4,0,1
15,0.703945,4,0,1
13,0.724555,4,7,0
13,0.760328,4,5,1
13,0.716716,4,7,0
13,0.753162,4,5,1
13,0.708748,4,8,0
13,0.745858,4,3,1
13,0.700657,4,6,0
18,0.861534,4,2,1
13,0.73842,4,4,0
13,0.772952,4,8,0
13,0.804127,4,8,1
13,0.766016,4,6,1
13,0.723059,4,6,0
13,0.758962,4,8,0
13,0.791543,4,7,0
13,0.820753,4,6,1
22,0.975904,4,3,1
21,0.654357,4,2,1
21,0.653949,4,2,0
21,0.655424,4,0,1
21,0.655016,4,7,0
21,0.656489,4,5,0
21,0.657958,4,4,1
21,0.657551,4,3,1
7,0.992802,4,5,1
21,0.657143,4,1,1
68,0.833333,4,1,1
15,0.843414,4,0,1
14,0.941587,4,2,0
14,0.129132,4,1,1
14,0.306151,4,5,1
14,0.521766,4,3,1
14,0.716896,4,2,0
14,0.105539,4,1,1
68,0.833191,4,3,1
15,0.923426,4,1,1
21,0.656735,4,4,0
21,0.658203,4,4,1
21,0.657796,4,5,1
21,0.657388,4,2,1
14,0.272228,4,3,0
14,0.101673,4,4,1
14,0.266532,4,3,1
14,0.478719,4,3,1
21,0.65698,4,5,0
21,0.658448,4,6,0
21,0.659912,4,2,1
21,0.659504,4,1,1
21,0.659097,4,6,1
21,0.658689,4,7,0
21,0.660152,4,3,1
21,0.659745,4,5,1
21,0.659337,4,4,0
21,0.660799,4,3,1
21,0.660391,4,6,1
21,0.659983,4,1,1
21,0.659576,4,4,1
21,0.659168,4,8,1
16,0.588235,4,7,0
16,0.589856,4,0,1
16,0.589461,4,2,1
19,0.758242,4,2,1
16,0.589065,4,0,1
86,0.508333,4,4,1
30,0.459152,4,4,0
30,0.363977,4,4,0
30,0.278546,4,1,0
30,0.206856,4,0,1
30,0.229919,4,2,1
30,0.254647,4,1,1
30,0.280989,4,4,1
30,0.308857,4,3,1
30,0.338127,4,4,1
30,0.368634,4,5,1
3,0.690899,4,4,1
3,0.690598,4,1,1
1,0.970876,4,2,1
1,0.984063,4,3,1
80,0.694021,0,6,0
80,0.105068,0,4,0
80,0.101211,0,3,1
80,0.265849,0,4,1
80,0.477953,0,3,1
80,0.681836,0,7,0
80,0.104844,0,6,0
80,0.101211,0,2,0
80,0.101203,0,4,0
80,0.101203,0,2,1
80,0.265836,0,6,1
82,0.74256,0,2,1
82,0.844854,0,2,1
82,0.910562,0,2,1
82,0.949841,0,2,1
81,0.552147,0,4,1
35,0.850949,0,1,1
35,0.850781,0,0,1
80,0.477938,0,6,0
80,0.102646,0,5,1
80,0.267969,2,3,1
80,0.480327,2,6,0
80,0.102662,2,6,0
80,0.101206,2,4,1
80,0.265841,2,5,1
80,0.477944,2,5,1
33,0.694888,2,0,1
33,0.812149,2,1,1
33,0.890184,2,3,1
34,0.789386,2,4,1
34,0.875659,2,2,1
33,0.93789,2,1,1
42,0.439223,2,5,0
42,0.345572,2,2,1
42,0.376356,2,3,0
42,0.289313,2,2,0
42,0.215648,2,2,0
42,0.156837,2,2,0
42,0.112034,2,3,0
42,0.079107,2,3,0
42,0.05554,1,5,1
42,0.063754,1,5,1
42,0.072953,1,5,0
42,0.051193,1,4,0
42,0.035966,1,4,0
42,0.025442,1,4,0
42,0.01823,1,3,1
42,0.021705,1,3,1
42,0.025639,1,3,1
42,0.03009,1,4,1
42,0.035119,1,4,1
42,0.040793,1,4,1
83,0.563882,1,3,1
83,0.748754,1,4,0
83,0.106337,1,3,0
83,0.101214,1,5,1
83,0.265853,1,4,0
83,0.101652,1,3,1
83,0.2665,1,3,1
43,0.521959,1,5,0
43,0.103453,2,3,1
43,0.245683,2,3,1
43,0.416761,2,4,0
43,0.102607,2,2,1
43,0.244575,2,5,1
43,0.415535,2,6,0
43,0.102599,2,2,0
43,0.101258,2,1,1
43,0.242805,2,1,1
43,0.413574,2,1,1
39,0.552876,2,5,0
39,0.103777,2,4,1
39,0.246107,2,2,1
39,0.41723,2,3,1
43,0.586149,2,3,0
43,0.10418,2,6,1
43,0.246633,2,4,0
43,0.101737,2,3,1
43,0.243434,2,4,1
43,0.414272,2,5,1
97,0.703549,1,2,1
98,0.561086,1,2,1
57,0.730159,1,2,1
31,0.602689,1,2,1
31,0.707827,1,3,1
31,0.794598,1,7,0
31,0.609499,1,3,1
31,0.713688,1,6,0
31,0.501515,1,4,1
31,0.616434,1,6,0
31,0.393573,1,4,0
31,0.208036,1,2,1
31,0.295949,1,8,0
31,0.145657,1,4,0
31,0.065197,1,4,1
31,0.100995,1,6,1
31,0.152789,1,7,1
49,0.385714,1,5,1
49,0.600809,1,5,1
49,0.775313,1,5,0
49,0.107174,1,5,1
49,0.274625,1,4,1
49,0.487728,1,5,1
45,0.559615,1,4,0
45,0.103284,1,5,1
45,0.268909,1,4,1
45,0.481377,1,3,1
82,0.972319,1,4,0
82,0.17374,1,9,0
82,0.101474,1,2,1
82,0.243088,1,1,1
82,0.413889,1,2,1
48,0.234637,1,8,0
48,0.094183,1,7,0
48,0.03468,1,7,1
48,0.067735,1,5,1
48,0.127335,1,6,1
50,0.621212,1,4,1
50,0.78947,1,5,1
52,0.423592,1,6,0
52,0.424982,2,5,0
52,0.426371,2,6,0
52,0.427759,2,6,0
52,0.429147,2,7,0
52,0.430534,2,6,0
52,0.43192,2,7,0
52,0.433305,2,5,0
52,0.43469,2,6,0
52,0.436074,2,6,0
52,0.437457,2,8,0
52,0.438839,2,7,1
52,0.43817,2,5,1
52,0.437503,2,7,1
99,0.551601,2,5,0
99,0.332003,2,4,1
99,0.442721,2,2,1
99,0.559324,2,2,1
99,0.669665,2,2,1
99,0.763999,2,2,1
99,0.8379,2,5,0
99,0.675871,2,3,0
99,0.457044,2,2,1
99,0.573526,2,2,1
99,0.682324,2,7,1
100,0.532567,2,4,0
100,0.535521,2,0,1
100,0.535364,2,0,1
100,0.535207,2,0,1
100,0.535051,2,3,1
100,0.534894,2,4,0
99,0.774259,2,5,1
99,0.845594,2,4,1
100,0.537844,2,0,1
100,0.537685,2,1,1
100,0.537526,2,0,1
100,0.537368,2,4,0
100,0.540313,2,6,0
100,0.543253,2,3,0
99,0.897369,2,1,1
99,0.933152,2,2,1
99,0.957056,2,4,1
64,0.56,2,4,0
100,0.546188,2,2,0
100,0.549117,2,0,1
100,0.548949,2,5,0
100,0.551872,2,6,0
100,0.55479,2,4,0
100,0.557701,2,7,1
100,0.557527,2,5,1
100,0.557354,2,3,0
100,0.56026,2,0,1
100,0.560084,2,0,1
100,0.559908,2,0,1
64,0.56167,2,2,1
100,0.559733,2,3,1
100,0.559558,2,3,0
100,0.562459,2,4,1
64,0.561289,2,4,1
100,0.562282,2,1,0
100,0.565176,2,0,1
100,0.564997,2,0,1
100,0.564818,2,0,1
100,0.56464,2,4,1
100,0.564461,2,4,1
64,0.560907,2,2,1
100,0.564282,2,4,1
100,0.564104,2,3,0
100,0.566995,2,0,1
100,0.566815,2,0,1
100,0.566634,2,0,1
100,0.566454,2,5,0
100,0.56934,2,0,1
100,0.569158,2,0,1
100,0.568976,2,0,1
100,0.568795,2,5,0
100,0.571674,2,0,1
64,0.560526,2,5,1
100,0.571491,2,1,1
100,0.571308,2,3,0
100,0.574181,2,5,1
64,0.560145,2,3,0
100,0.573997,2,5,0
60,0.650376,2,1,1
100,0.576864,2,0,1
100,0.576677,2,0,1
100,0.57649,2,0,1
64,0.561815,2,5,1
100,0.576304,2,5,1
100,0.576118,2,3,1
100,0.575932,2,4,1
100,0.575746,2,4,1
100,0.57556,2,0,1
100,0.575374,2,0,1
100,0.575188,2,0,1
100,0.575003,2,4,1
100,0.574817,2,3,1
99,0.972661,2,6,0
99,0.934839,2,0,1
99,0.958166,2,0,1
99,0.973379,2,0,1
99,0.983157,2,5,0
99,0.959246,2,0,1
99,0.974078,2,0,1
99,0.983604,2,0,1
99,0.989666,2,4,0
99,0.974757,2,0,1
99,0.984037,2,0,1
99,0.989941,2,0,1
99,0.993675,2,3,0
99,0.98446,2,3,1
99,0.990209,2,3,1
120,0.696833,2,3,1
120,0.696291,2,2,1
120,0.695749,2,8,0
120,0.696898,2,10,0
120,0.698045,2,5,0
120,0.699188,2,5,0
120,0.700329,2,0,1
120,0.699789,2,0,1
99,0.993844,2,4,0
99,0.984871,2,1,1
99,0.990469,2,5,0
99,0.976692,2,2,1
99,0.985272,2,1,1
99,0.990723,2,1,1
99,0.994169,2,3,0
99,0.985662,2,0,1
99,0.99097,2,0,1
99,0.994325,2,0,1
99,0.996437,2,3,1
99,0.997765,2,4,0
99,0.994476,2,0,1
99,0.996533,2,0,1
99,0.997825,2,0,1
99,0.998637,2,3,1
99,0.999146,2,5,0
99,0.997884,2,2,0
99,0.994767,2,2,1
99,0.996716,2,1,1
99,0.99794,2,4,0
99,0.994907,2,0,1
99,0.996804,2,0,1
99,0.997995,2,0,1
99,0.998743,2,4,0
99,0.996889,2,0,1
99,0.998049,2,0,1
99,0.998777,2,0,1
99,0.999234,2,4,0
99,0.998101,2,2,1
99,0.99881,2,1,1
99,0.999254,2,0,1
99,0.999533,2,5,0
99,0.998842,2,0,1
99,0.999274,2,0,1
99,0.999545,2,0,1
99,0.999715,2,3,0
99,0.999294,2,0,1
99,0.999557,2,0,1
99,0.999723,2,0,1
99,0.999826,2,4,0
120,0.699249,2,7,1
120,0.698709,2,3,1
99,0.999569,2,3,0
99,0.998932,2,3,1
99,0.999331,2,1,1
59,0.532075,2,10,0
59,0.10246,2,4,1
59,0.348021,2,8,0
59,0.101686,2,10,0
59,0.101146,2,5,1
59,0.345454,2,8,0
59,0.101678,2,0,1
59,0.346496,2,0,1
59,0.674245,2,7,1
46,0.646967,2,3,1
46,0.806842,2,3,1
46,0.903636,2,3,0
46,0.117583,2,4,0
46,0.10124,2,6,0
46,0.101203,2,3,1
46,0.265836,2,3,1
46,0.477938,2,3,1
46,0.681824,2,3,0
46,0.104844,2,3,1
46,0.271207,2,5,1
46,0.483937,2,3,1
59,0.885761,2,3,1
46,0.686747,2,3,0
46,0.104932,2,4,1
46,0.271337,2,6,1
46,0.484081,2,2,1
46,0.686864,2,3,1
46,0.832709,2,3,1
46,0.917715,2,1,1
46,0.961315,2,3,1
61,0.678049,2,6,0
61,0.67946,2,7,0
99,0.999581,2,3,1
61,0.680868,2,3,1
61,0.680463,2,0,1
61,0.680058,2,2,1
104,0.608187,2,5,0
104,0.609531,2,3,1
104,0.60897,2,2,1
104,0.608409,2,3,1
105,0.777778,2,2,0
105,0.781434,2,2,0
105,0.785046,2,0,1
105,0.784886,2,0,1
105,0.784726,2,2,1
105,0.784566,2,0,1
105,0.784406,2,1,1
107,0.348361,2,7,0
107,0.244595,2,6,0
107,0.164236,2,2,1
107,0.215962,2,4,0
62,0.447059,2,5,0
67,0.708333,2,7,1
63,0.722222,2,3,1
62,0.448847,2,3,1
107,0.143337,7,6,0
107,0.092584,7,9,0
107,0.058919,7,2,0
107,0.037355,7,2,1
107,0.052308,7,5,1
107,0.072431,7,7,0
107,0.045939,7,8,1
107,0.063888,7,3,1
107,0.087856,7,4,1
58,0.669118,7,1,1
58,0.668816,7,0,1
58,0.668515,7,0,1
107,0.119345,7,3,1
107,0.159853,7,6,0
107,0.103851,7,8,0
107,0.066271,7,3,1
107,0.091012,7,3,1
107,0.123449,7,6,0
107,0.079223,7,8,0
107,0.050289,7,2,1
107,0.069728,2,3,1
107,0.095581,2,7,0
107,0.060868,2,8,0
26,0.675676,2,6,0
26,0.677458,2,8,0
26,0.679234,2,1,1
26,0.678932,2,0,1
26,0.678631,2,0,1
26,0.67833,2,8,1
90,0.543478,2,5,0
90,0.545587,2,1,1
90,0.545333,2,3,0
90,0.547439,2,1,1
90,0.547184,2,3,0
90,0.549287,2,1,1
90,0.549031,2,0,1
90,0.548775,2,3,1
90,0.548519,2,4,1
90,0.548264,2,3,1
90,0.548008,2,4,0
90,0.55011,2,0,1
90,0.549853,2,0,1
90,0.549596,2,0,1
90,0.54934,2,4,1
90,0.549084,2,0,1
90,0.548828,2,0,1
90,0.548573,2,0,1
90,0.548317,2,4,1
90,0.548062,2,3,1
90,0.547807,2,6,1
87,0.443709,2,5,0
87,0.445251,2,5,0
87,0.446793,2,6,1
87,0.446359,2,4,0
87,0.447901,2,5,1
87,0.447465,2,4,1
87,0.447029,2,4,1
91,0.849462,2,4,0
89,0.887218,2,0,1
90,0.547552,2,2,1
90,0.547297,7,2,1
107,0.038587,7,3,1
107,0.053975,7,3,1
107,0.07466,7,7,0
107,0.047364,7,10,0
107,0.030088,7,3,1
107,0.042445,7,4,1
107,0.059184,7,8,0
107,0.037522,7,9,1
107,0.052535,7,2,1
107,0.072735,7,3,1
107,0.099546,7,6,1
107,0.134496,7,6,1
62,0.448574,7,7,1
27,0.675258,7,3,1
27,0.674956,7,2,0
27,0.676741,7,2,1
27,0.676439,7,3,1
27,0.676138,7,4,0
27,0.677918,7,2,1
27,0.677617,2,4,0
27,0.679392,2,2,1
27,0.679091,2,3,1
27,0.67879,2,4,1
23,0.540441,2,4,1
28,0.683908,2,1,1
30,0.619433,2,4,0
30,0.522963,2,3,0
30,0.424858,2,2,1
30,0.457646,2,4,1
30,0.490768,2,0,1
30,0.52394,2,4,1
30,0.556874,2,0,1
30,0.589291,2,5,1
99,0.999737,2,4,1
24,0.138554,2,4,0
24,0.109097,2,5,1
24,0.125545,2,6,1
24,0.143944,2,2,1
93,0.328947,2,6,0
93,0.270695,2,4,0
93,0.219534,2,6,1
93,0.24726,2,5,1
93,0.277157,2,2,1
92,0.161905,2,7,0
93,0.309104,2,2,1
93,0.342914,2,3,1
92,0.139962,2,6,0
92,0.120687,2,5,1
92,0.146733,2,6,1
93,0.378333,2,0,1
95,0.830435,2,1,1
94,0.424528,2,5,0
94,0.42608,2,4,1
94,0.425677,2,5,1
94,0.425275,2,3,1
102,0.73913,2,0,1
96,0.489655,2,4,0
96,0.491414,2,2,0
96,0.493171,2,6,0
96,0.494926,7,6,0
96,0.49668,7,5,1
96,0.496351,7,5,1
8,0.506631,7,4,0
8,0.408985,7,2,1
8,0.441508,7,5,1
8,0.474502,7,2,1
8,0.507685,7,2,1
8,0.540771,7,6,0
8,0.4424,7,1,1
8,0.475403,7,2,0
8,0.379195,7,3,1
8,0.411038,7,3,1
8,0.443599,7,1,1
8,0.476613,7,2,1
8,0.509799,7,1,0
8,0.412048,7,4,0
8,0.320925,7,4,0
8,0.241858,7,3,1
8,0.267387,7,2,1
8,0.294492,7,3,0
8,0.2199,7,3,1
6,0.584071,7,4,0
6,0.361923,7,2,0
99,0.999835,7,3,0
99,0.999592,7,0,1
99,0.999744,7,4,1
99,0.99984,7,3,1
99,0.9999,7,5,1
99,0.999937,7,4,1
8,0.243924,7,1,1
8,0.269588,7,2,1
8,0.29682,7,2,1
8,0.325511,7,3,1
6,0.186797,7,1,1
6,0.268847,7,2,1
6,0.370279,7,6,1
6,0.484455,7,3,0
6,0.275307,7,1,1
6,0.377903,7,6,1
6,0.492583,7,2,1
5,0.755187,7,4,1
5,0.814535,7,2,1
67,0.708035,7,2,1
7,0.671739,7,3,0
7,0.452388,7,1,1
7,0.56893,7,1,1
7,0.678245,7,3,1
7,0.770965,7,4,0
7,0.575959,7,3,1
7,0.684477,7,4,1
7,0.775993,7,5,1
21,0.655172,7,2,1
21,0.654765,7,1,1
7,0.846889,7,1,1
7,0.898281,7,0,1
9,0.433962,7,6,0
10,0.621993,7,2,1
46,0.982216,7,2,1
12,0.673729,7,1,1
10,0.621431,7,7,0
10,0.622749,7,3,1
10,0.622187,7,8,1
12,0.673427,7,5,1
9,0.43551,7,0,1
46,0.99191,7,4,1
46,0.996338,7,4,1
46,0.998346,7,3,1
46,0.999254,7,2,1
14,0.582192,7,1,0
14,0.103503,7,2,1
14,0.269234,7,1,1
14,0.481739,7,2,1
13,0.543478,7,1,1
46,0.999663,7,3,1
46,0.999848,7,2,1
1,0.634752,7,5,0
1,0.104899,7,1,1
1,0.247573,7,3,1
1,0.418848,7,3,0
1,0.102621,7,2,0
1,0.101258,7,4,0
1,0.101254,7,1,1
1,0.2428,7,3,1
1,0.413569,7,3,1
2,0.417943,7,5,0
2,0.127767,7,6,1
2,0.208932,7,6,0
2,0.051694,7,4,0
2,0.011902,7,5,1
2,0.022136,7,6,1
2,0.039996,7,5,1
81,0.740051,7,5,1
81,0.865354,7,5,1
81,0.934927,7,5,0
81,0.12616,7,4,1
81,0.301956,7,5,1
81,0.51733,7,7,1
81,0.713439,7,3,1
81,0.849273,7,3,1
83,0.478683,7,4,1
83,0.682437,7,3,0
83,0.104855,7,3,1
83,0.271223,7,3,1
83,0.483955,7,2,0
83,0.102686,7,3,1
83,0.268029,7,4,0
83,0.101659,7,5,1
83,0.266511,7,1,1
83,0.478695,7,2,1
79,0.778571,7,2,0
79,0.10729,7,3,1
79,0.274796,7,1,1
79,0.487917,7,3,1
79,0.68999,7,2,1
79,0.834684,7,4,1
39,0.589509,7,3,0
39,0.104224,7,2,1
39,0.246691,7,5,0
39,0.101737,7,4,1
39,0.243434,7,2,1
39,0.414272,7,3,1
39,0.586792,7,2,1
39,0.732481,7,4,0
39,0.107127,7,2,1
39,0.25048,7,3,1
43,0.586791,7,2,1
43,0.732481,7,7,1
43,0.838055,7,5,1
43,0.906373,7,2,0
43,0.122295,7,5,1
43,0.270059,7,2,1
43,0.443338,7,4,1
43,0.613139,7,5,1
2,0.07049,7,2,1
2,0.120661,7,4,1
83,0.682447,7,1,0
83,0.104855,7,2,1
83,0.271223,7,3,1
83,0.483955,7,2,1
83,0.686761,7,2,1
39,0.42205,7,2,1
39,0.59392,7,4,1
39,0.737986,7,3,1
2,0.198379,7,6,1
2,0.308203,7,7,1
3,0.686047,7,8,0
3,0.687793,7,2,1
3,0.687492,7,0,1
3,0.687191,7,2,0
3,0.688934,7,5,0
3,0.69067,7,3,1
3,0.690369,7,3,1
3,0.690069,7,2,1
3,0.689768,7,5,1
50,0.893953,7,3,0
50,0.115935,7,1,1
50,0.287351,7,7,1
50,0.501668,7,3,1
50,0.701067,7,2,1
50,0.841625,7,3,1
2,0.444824,7,4,0
49,0.689837,7,4,0
49,0.104989,7,5,0
2,0.140403,7,6,1
2,0.227434,7,4,0
45,0.684651,7,7,0
49,0.101211,7,0,1
2,0.057178,7,3,0
45,0.104894,7,2,1
49,0.265848,7,1,1
49,0.477952,7,4,1
49,0.681836,7,2,1
49,0.829516,7,0,1
49,0.915998,7,0,1
31,0.224146,7,1,1
49,0.960473,7,0,1
49,0.981821,7,2,1
45,0.271281,7,2,0
45,0.10167,7,3,1
2,0.013114,7,0,1
2,0.024266,7,4,1
45,0.266527,7,3,1
49,0.991729,7,4,0
45,0.478713,7,5,0
15,0.656566,7,0,1
15,0.813179,7,2,0
15,0.108774,7,1,1
15,0.276964,7,2,0
15,0.10169,7,1,1
49,0.275169,7,4,1
49,0.48833,7,2,1
49,0.690326,7,5,1
2,0.043677,7,3,1
45,0.102651,7,5,0
45,0.101206,7,2,1
45,0.265841,7,3,1
15,0.266556,7,1,1
15,0.478745,7,3,1
15,0.682489,7,1,1
15,0.829932,7,1,1
7,0.93377,7,1,1
7,0.957462,7,1,1
14,0.684947,7,6,0
14,0.1049,7,10,0
14,0.101211,7,6,0
13,0.487194,7,6,0
14,0.101203,7,9,0
14,0.101203,7,6,1
13,0.534104,7,5,0
56,0.833747,7,2,0
56,0.836664,7,2,1
56,0.836524,7,0,1
56,0.836384,7,1,0
56,0.839263,7,2,1
13,0.580381,7,5,0
13,0.625259,7,6,0
13,0.668058,7,4,1
13,0.616187,7,6,0
13,0.659463,7,2,1
13,0.607045,7,5,0
13,0.650772,7,5,1
13,0.597837,7,7,1
13,0.542562,7,3,1
13,0.486272,7,7,0
13,0.533187,7,7,0
13,0.579485,7,8,1
18,0.86166,7,2,1
18,0.861534,7,1,1
15,0.916222,7,1,0
22,0.975904,7,0,1
5,0.861211,7,2,1
5,0.897129,7,1,1
5,0.924305,7,0,1
5,0.944606,7,1,1
5,0.959628,7,0,1
6,0.607957,7,1,1
6,0.712364,7,2,0
56,0.839124,7,1,1
56,0.838985,7,0,1
56,0.838846,7,2,1
56,0.838707,7,0,1
56,0.838568,7,1,1
56,0.838428,7,0,1
56,0.838289,7,0,1
68,0.833333,7,0,1
68,0.833191,7,4,1
21,0.654357,7,7,0
21,0.655831,7,2,0
30,0.620931,7,4,0
30,0.524548,7,0,1
30,0.557474,7,1,1
30,0.58988,7,6,0
30,0.492091,7,4,1
30,0.525259,7,3,1
30,0.558177,7,4,1
30,0.590568,7,1,1
30,0.622172,7,5,1
38,0.107813,0,1,1
38,0.233074,0,2,1
38,0.372688,0,2,1
80,0.694021,0,4,0
80,0.105068,0,3,1
80,0.271536,0,4,1
80,0.484303,0,2,1
80,0.687045,0,6,1
80,0.832824,0,3,1
82,0.74256,0,1,1
82,0.844854,0,2,1
82,0.910562,0,3,1
82,0.949841,0,2,1
81,0.552147,0,5,1
35,0.850949,0,2,1
33,0.694888,0,6,0
33,0.106102,0,1,1
